Transaction ID,creditLimit,availableMoney,transactionAmount,cardPresent,CVVcorrect,account_age,isFraud
11966,5000,341.95,32.81,0,1,21,0
11967,5000,3110.63,168.62,0,1,29,0
11968,5000,1532.93,282.21,1,1,13,0
11969,5000,5000,193.19,0,1,25,0
11970,1000,936.13,158.4,0,1,62,0
11971,15000,13642.71,116.45,1,1,45,0
11972,7500,3010.01,112.95,0,1,38,0
11973,2500,1690.6,20.15,0,1,83,0
11974,50000,41561.32,265.73,0,1,68,0
11975,20000,5343.16,51.9,0,1,36,0
11976,5000,1376.44,39.07,0,1,27,0
11977,10000,7486.77,62.28,1,1,15,0
11978,7500,6021.15,167.95,1,1,9,0
11979,7500,830.03,79.14,1,1,22,0
11980,50000,47679.42,158.52,1,1,55,0
11981,5000,2766.85,94.06,1,1,13,0
11982,15000,2443.32,4.71,0,1,12,0
11983,2500,728.67,10.48,0,1,83,0
11984,5000,5000,59.15,1,1,15,0
11985,20000,2940.53,3.15,1,1,35,0
11986,7500,3278.99,70.21,0,1,15,0
11987,15000,774.77,55.59,1,1,22,0
11988,15000,10466.29,40.06,1,1,25,0
11989,5000,4263.9,78.14,1,1,80,0
11990,5000,4352.45,194.95,1,1,46,0
11991,500,99,28.21,0,1,12,0
11992,500,139.82,180.77,1,1,19,0
11993,50000,34946.5,54.39,0,1,6,0
11994,1000,317.09,70.12,1,1,54,0
11995,15000,3857.39,163.24,0,1,13,0
11996,7500,4311.7,64.67,1,1,12,0
11997,1000,1000,436.17,0,1,56,0
11998,10000,4452.23,184.6,0,1,27,0
11999,7500,5545.12,83.24,0,1,6,0
12000,10000,5465.98,58.92,0,1,7,0
12001,15000,865.7,779.29,0,1,14,0
12002,15000,4258.74,656.26,1,1,33,0
12003,15000,13598.39,683.96,0,1,8,0
12004,7500,7500,222.99,1,1,53,0
12005,7500,3969.59,3.6,1,1,26,0
12006,7500,7500,117.06,0,1,80,0
12007,20000,14223.65,10.2,0,1,20,0
12008,5000,2739.36,403.94,1,1,18,0
12009,20000,19920.48,79.52,0,1,67,0
12010,7500,7470.14,124.56,1,1,40,0
12011,500,464.98,253.66,0,1,16,0
12012,20000,18475.24,12.73,0,1,13,0
12013,5000,1615.39,37.95,0,1,17,0
12014,5000,4948.57,8.45,0,1,5,0
12015,50000,45023.66,267.65,1,0,26,0
12016,5000,360.89,33.72,1,1,86,0
12017,20000,16197.86,35.93,1,1,14,0
12018,1000,65.12,266.2,0,1,156,0
12019,7500,1422.61,93.55,0,1,102,0
12020,20000,19579.89,215.34,1,1,10,0
12021,5000,544.94,44.06,1,1,25,0
12022,1000,943.44,242.97,1,1,32,0
12023,5000,662.41,52.6,0,1,27,0
12024,20000,18169.46,0,0,1,52,0
12025,15000,8680.29,66.15,1,1,78,0
12026,15000,3900.82,42.69,1,1,21,0
12027,1000,815.01,3.92,0,1,62,0
12028,15000,14162.83,16.86,0,1,23,0
12029,5000,3385.63,231.51,1,1,23,0
12030,50000,22152.09,93.31,1,1,24,0
12031,1000,690.32,49.43,1,1,63,0
12032,5000,4027.94,118.09,1,1,6,0
12033,500,215.49,163.58,1,1,101,0
12034,7500,2803.9,39.79,0,1,17,0
12035,7500,5971.37,87.42,1,1,52,0
12036,5000,3521.1,218.54,0,1,12,0
12037,5000,3645.58,450.75,1,1,9,0
12038,250,-337.34,57.51,1,1,21,0
12039,10000,3064.3,41.93,1,1,27,0
12040,1000,902.09,44.87,0,1,64,0
12041,20000,2963.44,8.5,1,1,71,0
12042,7500,5349,0,0,1,19,0
12043,15000,4947.18,315.46,1,1,11,0
12044,20000,3611.3,419.36,1,1,21,0
12045,7500,6117.93,90.91,1,1,20,0
12046,2500,2395.28,32.61,1,1,32,0
12047,500,287.18,57.33,0,1,5,0
12048,500,229.85,528.82,0,1,5,0
12049,15000,3235.93,183.81,1,1,70,0
12050,20000,19049.44,0,0,1,72,0
12051,10000,7432.94,164.95,1,1,8,0
12052,7500,7173.95,114.34,0,1,5,0
12053,500,177.79,162.21,0,1,5,0
12054,500,448.43,12.07,0,1,5,0
12055,15000,14979.83,129.69,0,1,4,0
12056,500,334.26,82.49,1,1,5,0
12057,10000,9665.43,21.2,0,1,8,0
12058,5000,1286.85,186.81,1,1,25,0
12059,2500,1334.45,14.52,0,1,20,0
12060,5000,2055.76,545.94,0,1,33,0
12061,2500,1315.81,210.93,1,1,48,0
12062,7500,747.9,131.65,0,1,18,0
12063,1000,401.64,69.76,0,1,62,0
12064,10000,5707.92,171.9,0,1,9,0
12065,7500,5869.52,152.82,1,1,35,0
12066,500,287.41,4.08,0,1,59,0
12067,500,467.83,36.11,0,1,5,0
12068,7500,1305.3,55.02,0,1,13,0
12069,2500,458.8,52.08,1,1,21,0
12070,5000,267.1,70.19,0,1,15,0
12071,10000,6051.54,31.84,1,1,16,0
12072,5000,2490.74,110.41,1,1,27,0
12073,15000,7025.32,829.89,0,1,8,0
12074,5000,2918.61,45.87,0,1,23,0
12075,500,64.52,260.37,0,1,5,0
12076,20000,7027.2,46.79,0,1,40,0
12077,1000,671.98,371.61,1,1,10,0
12078,500,121.11,38.78,0,1,5,0
12079,7500,6557.85,9.74,1,1,26,0
12080,5000,2432.14,256.15,0,1,25,0
12081,15000,14919.68,87.09,1,1,22,0
12082,5000,3996.02,73.66,0,1,35,0
12083,15000,14633.51,76.92,1,1,37,0
12084,5000,1737.92,69.39,0,1,17,0
12085,15000,14534.09,0,0,1,11,0
12086,10000,7704.52,242.47,0,1,18,0
12087,7500,4468.35,98.98,1,1,14,0
12088,5000,3475.76,89.27,1,1,13,0
12089,250,135.36,14.21,0,1,63,0
12090,7500,5270.06,315,0,0,5,0
12091,1000,265.69,178.33,1,1,27,0
12092,2500,136.27,401.04,1,1,38,0
12093,1000,279.76,13.15,1,1,6,0
12094,500,294.7,54.32,0,1,5,0
12095,50000,45564.41,18.5,1,1,26,0
12096,15000,2092.16,4.3,0,1,22,0
12097,250,39.14,450.51,0,1,2,0
12098,5000,879.79,66.05,0,1,15,0
12099,15000,982.28,135,0,1,10,0
12100,5000,2635.51,19.07,0,1,26,0
12101,250,18.93,655.71,1,1,83,0
12102,7500,2506.08,0,0,1,11,0
12103,2500,915.99,50.75,1,1,5,0
12104,7500,6712.52,250,0,1,59,0
12105,5000,1022.28,119.98,1,1,42,0
12106,5000,3187.92,40.05,1,1,25,0
12107,2500,1050.43,138.49,1,1,36,0
12108,500,369.14,36.85,0,1,5,0
12109,50000,3890.02,259.15,1,1,27,0
12110,500,261.23,47.9,0,1,6,0
12111,500,213.33,112.29,0,1,6,0
12112,250,238.28,7.2,0,1,6,0
12113,5000,803.63,10.91,1,1,14,0
12114,5000,2050.32,17.8,1,1,42,0
12115,7500,4361.29,133.53,1,1,20,0
12116,7500,1837.15,78.7,0,1,102,0
12117,5000,4384.39,418.93,0,1,54,0
12118,15000,11085.98,14.04,0,1,18,0
12119,250,88.22,76.11,1,1,12,0
12120,7500,6546.39,36.95,0,1,24,0
12121,15000,3219.17,183.3,1,1,29,0
12122,7500,508.47,2.66,1,1,17,0
12123,15000,5760.1,293.59,0,1,23,0
12124,2500,676.38,34.38,1,1,3,0
12125,5000,4576.8,273.05,1,1,13,0
12126,20000,5582.33,13.32,1,1,15,0
12127,15000,5528.11,171.36,0,1,13,0
12128,5000,1071.03,228.84,1,1,15,0
12129,15000,14343.22,38.74,1,1,13,0
12130,2500,484.98,118.61,0,1,33,0
12131,15000,2737.83,56.92,0,1,7,0
12132,5000,546.95,132.19,0,1,23,0
12133,7500,1857.21,4.66,0,1,14,0
12134,10000,932,66.43,0,1,20,0
12135,5000,3332.3,204.85,1,1,13,0
12136,2500,341.51,238.09,0,1,77,0
12137,20000,6541.53,201.52,0,1,35,0
12138,500,179.65,126.38,0,1,6,0
12139,5000,1139,106.49,0,1,13,0
12140,5000,3130.11,18.8,0,1,13,0
12141,1000,364.06,119.37,1,1,23,0
12142,500,99.85,123.81,0,1,6,0
12143,500,126.62,0,0,1,6,0
12144,500,114.25,3.74,1,1,8,0
12145,10000,9419.55,354.75,0,1,6,0
12146,250,-4.5,48.95,1,1,26,0
12147,5000,1175.59,65.54,0,1,20,0
12148,20000,19462.6,244.19,0,1,11,0
12149,7500,7190.89,50.84,0,1,15,0
12150,15000,10873.38,419.96,1,1,9,0
12151,500,348.81,433.49,1,1,49,0
12152,500,456.36,32.79,0,1,6,0
12153,15000,11145.99,7.29,1,1,14,0
12154,7500,4931.21,118.84,0,1,15,0
12155,500,357.8,127.4,0,1,6,0
12156,15000,5477.88,194.09,0,1,10,0
12157,500,74.81,26.61,0,1,6,0
12158,7500,6773.72,136.5,0,1,2,0
12159,2500,187.6,116.14,0,1,101,0
12160,7500,6644.11,86.8,0,1,2,0
12161,15000,2665.31,3.08,0,1,31,0
12162,500,325.72,324.9,1,1,6,0
12163,7500,6819.47,141.47,0,1,19,0
12164,50000,10422.92,127.37,1,1,16,0
12165,500,250.07,0.74,0,1,6,0
12166,5000,1428.46,318.17,1,1,16,0
12167,500,246.06,163.92,0,1,6,0
12168,5000,4808.49,31.76,1,1,16,0
12169,5000,783.8,20.62,0,1,26,0
12170,50000,22378.1,302.22,0,1,22,0
12171,500,222.36,409.29,0,1,6,0
12172,7500,4506.57,60.73,1,1,41,0
12173,20000,18167.55,284.46,0,1,20,0
12174,10000,1668.96,3.2,1,1,18,0
12175,500,500,20.56,0,1,13,0
12176,5000,1267.53,2.48,1,1,18,0
12177,50000,5292.13,437.07,1,1,24,0
12178,5000,3057.48,289.21,0,1,30,0
12179,15000,10395.6,0,0,1,11,0
12180,2500,493.74,185.96,1,1,12,0
12181,50000,48339.49,141.8,0,1,13,0
12182,5000,1796.42,276.33,0,1,50,0
12183,5000,665.27,135.16,0,1,50,0
12184,15000,11829.08,32.91,1,1,8,0
12185,250,40.48,243.9,0,1,118,0
12186,50000,43015.71,304.16,1,1,18,0
12187,15000,2440.81,126.97,0,1,15,0
12188,5000,1253.8,51.53,0,1,18,0
12189,7500,1531.71,116.65,1,1,16,0
12190,7500,7182.79,5.86,0,1,21,0
12191,50000,48307.97,240.85,0,1,26,0
12192,5000,2490.38,437.93,0,1,20,0
12193,500,119.74,248.86,1,1,7,0
12194,5000,3999.88,65.14,0,1,15,0
12195,5000,995.4,53.28,0,1,26,0
12196,15000,13030.04,50.58,0,1,11,0
12197,7500,7445.01,16.35,0,1,14,0
12198,2500,1292.39,739.05,0,1,72,0
12199,250,235.77,85.81,0,1,8,0
12200,500,402.67,80.51,0,1,7,0
12201,5000,2941.57,59.62,0,1,47,0
12202,2500,243.45,233.07,1,1,52,0
12203,500,500,110.29,1,1,3,0
12204,5000,3660.09,45.37,0,1,34,0
12205,500,86.21,430.84,1,1,7,0
12206,500,106.1,369.89,0,1,23,0
12207,5000,951.09,432.17,1,1,16,0
12208,5000,3878.55,90.44,0,1,15,0
12209,50000,32761.39,83.9,1,1,16,0
12210,10000,7750,48.95,1,1,20,0
12211,15000,4349.04,4,0,1,23,0
12212,7500,1708.76,38.08,0,1,77,0
12213,5000,3693.84,65.25,0,1,30,0
12214,5000,220.59,209.13,1,1,48,0
12215,15000,8487.96,49.7,0,1,22,0
12216,7500,6385.47,49.35,1,1,16,0
12217,1000,1000,142.68,1,1,12,0
12218,20000,9123.72,377.15,0,1,12,0
12219,15000,12954.14,116.08,0,1,23,0
12220,5000,442.14,139.48,1,1,7,0
12221,1000,336.79,0,0,1,15,0
12222,500,411.68,124.68,0,1,7,0
12223,15000,9706.16,68.98,1,1,12,0
12224,20000,4207.34,349.66,0,1,53,0
12225,20000,19689.53,0,0,1,66,0
12226,50000,43478.66,188.23,0,1,19,0
12227,15000,3841.41,120.98,1,1,25,0
12228,1000,990.41,236.9,1,1,32,0
12229,5000,544.95,32.79,1,1,26,0
12230,500,58.51,271.29,0,1,7,0
12231,7500,6516.91,35.99,0,1,14,0
12232,50000,41043.3,96.04,0,1,44,0
12233,5000,849.72,122.91,0,1,26,0
12234,50000,24300.99,281.33,1,1,24,0
12235,10000,8519.12,477.15,1,1,37,0
12236,7500,1867.65,120.38,1,1,29,0
12237,50000,49871.43,331.91,1,1,38,0
12238,500,314.86,39.9,0,1,7,0
12239,5000,4585.18,339.94,0,1,25,0
12240,250,207.31,233.13,1,1,23,0
12241,5000,823.73,103.03,0,1,17,0
12242,500,394.55,138.65,0,1,8,0
12243,5000,671.81,12.01,0,1,19,0
12244,500,81.94,40.9,0,1,8,0
12245,5000,1845.31,110.2,1,1,15,0
12246,5000,2047.41,144.39,0,1,48,0
12247,15000,1774.26,7.84,1,1,12,0
12248,500,232.53,104.76,0,1,8,0
12249,20000,14094.89,36.06,0,1,17,0
12250,500,84.72,154.11,0,1,8,0
12251,20000,16180.2,681.6,0,1,28,0
12252,15000,7889.67,50.78,0,1,54,0
12253,20000,17201.63,449.78,1,1,71,0
12254,500,102.53,0.17,0,1,8,0
12255,5000,771.67,146.63,0,1,84,0
12256,500,337.24,81.28,0,1,8,0
12257,250,250,196.74,1,1,5,0
12258,500,240.16,4.58,0,1,8,0
12259,15000,9281.48,15.19,1,1,65,0
12260,15000,8695.93,75.52,1,1,16,0
12261,7500,3852.88,111.08,0,1,55,0
12262,500,28.63,59.01,1,1,68,0
12263,50000,49975.61,354.64,1,1,4,0
12264,2500,2266.39,133.24,1,1,26,0
12265,7500,6973.32,80.13,1,1,21,0
12266,20000,16689.38,261.07,0,1,21,0
12267,2500,727.33,14.11,1,1,25,0
12268,15000,11998.76,241.02,0,0,14,0
12269,20000,11046.25,10.39,0,0,21,0
12270,5000,2855.86,64.65,1,1,49,0
12271,5000,2849.26,182.63,1,1,26,0
12272,15000,4121.64,0,0,1,64,0
12273,20000,7053.25,100.37,1,1,10,0
12274,15000,14933.14,10.44,0,1,77,0
12275,15000,8858.77,232.39,1,1,70,0
12276,5000,598.17,372.61,1,1,9,0
12277,15000,14946.49,118.52,0,1,35,0
12278,2500,1640.17,162.16,1,1,20,0
12279,10000,9478.65,8.78,0,1,33,0
12280,2500,1986.76,97.93,1,1,28,0
12281,250,250,134.91,0,1,15,0
12282,15000,12802.21,72.49,0,1,23,0
12283,7500,5186.76,49.95,0,1,26,0
12284,2500,2500,276.77,0,1,1,0
12285,5000,4576.39,7.53,0,1,23,0
12286,500,114.17,97.33,0,1,8,0
12287,7500,1580.6,257.83,1,1,10,0
12288,5000,4331.29,47.43,1,1,13,0
12289,15000,10234.09,104.75,0,1,33,0
12290,10000,3177.94,175.44,1,1,26,0
12291,500,90.65,93.58,0,1,8,0
12292,500,152.98,13.55,1,1,19,0
12293,15000,9353.11,447.38,1,1,23,0
12294,250,158.75,0,0,1,27,0
12295,20000,10724.01,110.54,0,1,17,0
12296,500,369.95,424.8,1,1,31,0
12297,5000,1829.33,78.53,1,1,10,0
12298,10000,8410.02,64.49,1,1,7,0
12299,5000,4798.91,57.09,1,1,14,0
12300,500,304.08,144.04,1,1,56,0
12301,500,342.66,0,0,1,43,0
12302,5000,1025.31,48.85,0,1,18,0
12303,15000,14726.07,25.84,0,1,66,0
12304,5000,537.05,81.33,0,1,13,0
12305,10000,4373.97,60.65,0,1,43,0
12306,20000,13906.66,127.75,1,1,19,0
12307,7500,2180.15,477.38,0,1,34,0
12308,5000,3162.64,51.14,0,1,22,0
12309,15000,3073.17,124.17,1,1,74,0
12310,7500,2044.45,7.36,0,1,69,0
12311,500,96.43,54.27,0,1,8,0
12312,500,500,0,0,1,29,0
12313,500,500,54.26,0,1,8,0
12314,50000,36577.2,107.52,1,1,19,0
12315,500,396.65,65.45,0,1,8,0
12316,250,156.43,351.13,0,1,73,0
12317,15000,14696.74,63.71,0,1,17,0
12318,10000,3975.23,374.71,0,1,35,0
12319,10000,741.55,19.57,0,1,24,0
12320,500,118.49,62.41,1,1,8,0
12321,2500,908.94,303.61,0,1,21,0
12322,1000,535.53,25.28,1,1,29,0
12323,1000,1000,20.03,0,1,43,0
12324,7500,4150.3,4.78,0,1,6,0
12325,7500,2076.96,275.14,1,1,40,0
12326,7500,2819.6,293.14,0,1,16,0
12327,15000,2149.31,338.77,0,1,14,0
12328,10000,681.66,33.28,1,1,17,0
12329,15000,12783.98,57.28,0,1,23,0
12330,250,250,18.03,0,1,92,0
12331,2500,2121.03,23.53,0,1,80,0
12332,10000,9713.7,142.52,1,1,38,0
12333,1000,107.81,43.15,1,1,159,0
12334,20000,10642.65,152.01,1,1,4,0
12335,250,197.7,105.73,1,1,107,0
12336,7500,1733.52,28.46,0,0,36,0
12337,5000,1579.09,96.2,0,1,29,0
12338,20000,10269.61,54.27,0,1,33,0
12339,2500,1894.95,229.8,1,1,28,0
12340,5000,766.25,80.99,0,1,25,0
12341,2500,362.35,4.04,1,1,27,0
12342,500,114.38,0,0,1,9,0
12343,7500,6787.92,20.43,1,1,22,0
12344,5000,4033.97,6.31,0,1,20,0
12345,20000,14315.78,31.5,0,1,19,0
12346,5000,2443.98,79.27,0,1,24,0
12347,500,493.68,17.8,0,1,9,0
12348,50000,46856.1,309.32,1,1,8,0
12349,5000,1602.88,10.05,0,1,13,0
12350,1000,299.33,606.7,0,1,21,0
12351,15000,8392.09,0,0,1,44,0
12352,7500,4848.52,36.14,1,1,28,0
12353,20000,7847.72,62.83,0,1,13,0
12354,250,182.34,458.48,0,1,14,0
12355,7500,7098.94,287.57,0,1,46,0
12356,20000,3005.02,64.49,1,1,35,0
12357,10000,8728.9,214.91,1,1,7,0
12358,10000,1657.95,134.68,0,1,49,0
12359,2500,486.13,7.31,0,1,42,0
12360,5000,1916.93,206.08,0,1,14,0
12361,15000,12784.18,0,0,0,82,0
12362,20000,19843.19,58.95,0,1,13,0
12363,2500,2083.15,21.32,1,1,24,0
12364,15000,4644.55,40.05,0,1,15,0
12365,2500,598.25,40.23,1,1,26,0
12366,7500,6332.67,357.15,0,1,25,0
12367,7500,4197.28,48.17,1,1,35,0
12368,5000,1.22,274.67,0,1,8,0
12369,10000,6829.72,23.81,1,1,15,0
12370,500,381.18,91.39,0,1,9,0
12371,5000,2314.65,45.29,0,1,24,0
12372,5000,403.51,37.16,1,1,50,0
12373,2500,197.48,17.62,0,1,10,0
12374,2500,2299.92,94.2,0,1,23,0
12375,7500,4612.51,365.65,1,1,32,0
12376,2500,289.98,205.99,0,1,26,0
12377,1000,250.17,126.27,1,1,43,0
12378,500,325.41,45.98,0,1,9,0
12379,20000,15479.38,30.57,0,1,36,0
12380,5000,1924.31,88.06,1,1,50,0
12381,250,250,47.6,1,1,42,0
12382,5000,5000,1.38,0,1,15,0
12383,500,130.79,43.72,1,1,9,0
12384,2500,592.22,194.77,1,1,35,0
12385,5000,4367.02,68.36,0,1,25,0
12386,2500,986.33,36.11,1,1,24,0
12387,15000,10103.58,18.05,1,1,11,0
12388,2500,568.26,178.45,0,1,26,0
12389,500,437.59,10.23,0,1,9,0
12390,50000,31372.42,51.63,0,1,6,0
12391,7500,6673.85,232.4,0,1,37,0
12392,2500,628.08,100.48,0,1,45,0
12393,1000,542.67,137.01,1,1,11,0
12394,500,286.17,109.38,0,1,10,0
12395,5000,4357.17,6.31,0,1,19,0
12396,5000,1722.09,45.82,0,1,42,0
12397,7500,947.58,0,0,1,22,0
12398,7500,3220.17,173.49,1,1,72,0
12399,15000,14567.18,34.41,0,1,6,0
12400,15000,5754.44,78.5,1,1,3,0
12401,2500,2326.8,80.19,1,1,48,0
12402,15000,13008.61,72.37,1,1,10,0
12403,1000,172.75,214.59,1,1,32,0
12404,500,389.02,231.91,0,1,10,0
12405,500,157.11,73.01,0,1,10,0
12406,15000,5514.04,3.76,0,1,63,0
12407,2500,1402.73,44.19,1,1,48,0
12408,5000,1506.49,153.48,1,1,12,0
12409,15000,10315.11,158,0,1,111,0
12410,15000,13633.79,455.55,1,1,18,0
12411,50000,47288.41,47.62,0,1,26,0
12412,500,442.62,62.41,1,1,10,0
12413,7500,1625.55,104.04,0,1,30,0
12414,20000,18565.04,134.33,0,1,15,0
12415,5000,2325.12,168.16,0,1,12,0
12416,250,84.54,221.52,1,1,16,0
12417,5000,1140.93,183.05,1,1,17,0
12418,5000,1906.33,29.79,0,1,32,0
12419,15000,15000,195.66,0,1,12,0
12420,250,152.52,111.72,1,1,29,0
12421,1000,970.32,135.58,0,1,18,0
12422,5000,429.7,0,0,1,94,0
12423,20000,19014.8,0,0,1,66,0
12424,500,406.49,229.8,0,1,10,0
12425,500,61.04,1.85,0,1,10,0
12426,250,126.46,170,0,1,96,0
12427,500,110.66,347.91,0,1,10,0
12428,1000,188.76,86.92,1,1,17,0
12429,500,463.87,73.32,0,1,10,0
12430,5000,737.71,73.79,1,1,14,0
12431,2500,1865.34,80.47,0,1,44,0
12432,10000,5435.75,186.85,0,1,27,0
12433,15000,9539.69,729.13,0,1,37,0
12434,7500,2981.76,561.62,1,1,114,0
12435,5000,2418.27,79.14,1,1,17,0
12436,20000,1203.63,173.07,0,1,11,0
12437,50000,34691.78,10.32,1,1,4,0
12438,2500,850.45,59.91,0,1,76,0
12439,500,232.89,84.23,0,1,10,0
12440,500,208.47,240.38,0,1,36,0
12441,7500,6132.85,93.29,1,1,22,0
12442,1000,398.26,126.12,1,1,24,0
12443,50000,49882.79,47.16,0,1,55,0
12444,5000,3700.36,73.11,0,1,88,0
12445,15000,14922.31,4.99,1,1,16,0
12446,5000,2262.93,29.92,1,1,33,0
12447,20000,19623.61,382.31,0,1,1,0
12448,500,96.34,103.62,0,1,10,0
12449,15000,7858.3,336.14,0,1,13,0
12450,7500,5600.3,442.79,1,1,13,0
12451,2500,1838.61,71.02,1,1,76,0
12452,50000,36676.38,59.23,0,1,13,0
12453,250,180.13,187.68,0,1,16,0
12454,15000,9360.04,213.01,1,1,82,0
12455,20000,8752.5,97.6,0,1,10,0
12456,7500,6316.92,107.96,0,1,16,0
12457,15000,9856.81,842.46,1,1,70,0
12458,15000,1959.09,195.16,0,1,17,0
12459,2500,1049.35,39.6,1,1,30,0
12460,50000,24334.65,46.96,0,1,5,0
12461,20000,18304.97,0,0,1,24,0
12462,500,103.68,164.84,0,1,64,0
12463,2500,363.99,70.9,1,1,27,0
12464,500,294.88,43.13,0,1,11,0
12465,500,251.75,551.36,0,1,11,0
12466,15000,4975.8,101.91,0,1,13,0
12467,1000,142.3,22.49,0,1,65,0
12468,500,47.59,206.12,1,1,23,0
12469,5000,4878.56,78.01,0,1,12,0
12470,15000,1097.07,72.78,0,1,35,0
12471,500,299.53,53.78,0,1,11,0
12472,15000,12816.68,64.68,0,1,16,0
12473,20000,8940.51,313.51,0,1,24,0
12474,5000,4433.06,22.72,1,1,25,0
12475,5000,2528.66,280.78,1,1,14,0
12476,500,112.62,40.37,0,1,11,0
12477,7500,7144.99,62.69,1,1,5,0
12478,5000,3038.96,7.66,0,1,14,0
12479,5000,3830,493.51,0,1,82,0
12480,250,160.41,29.13,1,1,86,0
12481,15000,6125.51,156.26,0,1,29,0
12482,500,297.96,638.85,0,1,11,0
12483,20000,6163.07,103.83,0,1,17,0
12484,7500,2081.44,316.35,0,1,12,0
12485,1000,514.89,238.05,1,1,16,0
12486,5000,870.09,41.54,1,1,19,0
12487,500,162.88,3.19,1,1,11,0
12488,5000,2881.36,33.06,0,1,11,0
12489,20000,11660.65,22.57,1,1,52,0
12490,500,500,70.38,0,1,11,0
12491,2500,183.18,89.21,1,1,42,0
12492,20000,12683.96,687.29,0,1,18,0
12493,5000,412.12,10.03,0,1,16,0
12494,5000,1821.23,65.16,0,1,28,0
12495,15000,8936.21,0.75,0,1,57,0
12496,2500,1018.07,28.87,1,1,6,0
12497,500,41.19,19.43,0,1,40,0
12498,500,325.15,60.18,1,1,11,0
12499,7500,6003.48,14.18,1,1,8,0
12500,7500,7013.01,48.88,1,1,9,0
12501,10000,8753.58,59.71,0,1,27,0
12502,500,121.57,107.4,0,1,13,0
12503,5000,930.57,187.68,1,1,28,0
12504,20000,18560.98,133.16,1,1,10,0
12505,2500,1588.6,0,0,1,150,0
12506,1000,967.11,6.25,0,1,44,0
12507,5000,2138.73,82.69,0,1,17,0
12508,1000,472.74,279.49,1,1,3,0
12509,250,250,82.2,0,1,34,0
12510,500,12.22,422.94,0,1,11,0
12511,7500,7500,6.55,0,1,47,0
12512,5000,4910.38,37.64,1,1,19,0
12513,5000,1305.72,21.43,0,1,13,0
12514,1000,330.2,114.74,1,1,12,0
12515,500,131.93,537.36,0,1,11,0
12516,10000,8328.75,40.79,1,1,6,0
12517,50000,15864.6,30.58,1,1,20,0
12518,5000,3065.85,38.42,0,1,22,0
12519,1000,391.96,502.89,0,1,62,0
12520,2500,1332.16,25.92,1,1,42,0
12521,7500,4614.11,144.87,1,1,36,0
12522,5000,2559.42,160.08,1,1,40,0
12523,1000,598.92,23.36,1,1,13,0
12524,10000,1432.11,39.01,1,1,7,0
12525,5000,2955.43,147.64,0,1,8,0
12526,50000,11706.31,69.03,1,1,17,0
12527,2500,318.66,31.88,1,1,86,0
12528,10000,4780.36,143.85,0,1,12,0
12529,10000,7236.22,74.77,1,1,24,0
12530,15000,15000,19.97,0,1,13,0
12531,50000,46769.49,176.17,0,1,1,0
12532,2500,970.69,5.88,1,1,34,0
12533,5000,1948.82,342.23,1,1,30,0
12534,15000,14968.43,13.56,0,1,32,0
12535,7500,2544.5,38.42,1,1,11,0
12536,15000,5333.43,166.96,0,1,35,0
12537,7500,6880.74,275.94,1,1,29,0
12538,5000,2339.19,23.21,0,1,23,0
12539,50000,42928.38,3.49,0,1,43,0
12540,5000,1878.42,37.44,1,1,11,0
12541,50000,15849.92,208.24,1,1,22,0
12542,10000,6240.99,46.4,0,1,6,0
12543,5000,3897.96,106.41,1,1,67,0
12544,500,447.49,258.72,0,1,12,0
12545,15000,10459.82,433.23,0,1,66,0
12546,500,500,0.34,1,1,32,0
12547,500,478.03,135.85,0,1,12,0
12548,5000,2913.42,125.98,1,1,39,0
12549,7500,3590.92,8.09,0,1,25,0
12550,10000,6119.08,69.05,0,1,15,0
12551,20000,14153.1,23.38,1,1,14,0
12552,500,368.09,303.9,0,1,12,0
12553,50000,9634.36,65.49,0,1,23,0
12554,5000,659.91,157.66,1,1,9,0
12555,7500,6085.11,3.52,0,1,11,0
12556,50000,48282.95,12.77,1,1,15,0
12557,7500,4646.01,35.14,1,1,11,0
12558,5000,1522.53,81.28,0,1,24,0
12559,500,97.69,137.3,1,1,12,0
12560,500,350.36,78.32,1,1,12,0
12561,500,27.73,22.51,0,1,16,0
12562,10000,8702.56,66.56,1,1,30,0
12563,7500,4546.54,179.26,0,1,70,0
12564,500,114.42,101.62,0,1,12,0
12565,500,500,145.52,0,1,12,0
12566,1000,423.43,40.91,0,1,40,0
12567,2500,1940.12,307.16,1,1,9,0
12568,500,41.45,112.7,0,1,12,0
12569,50000,47478.5,4.83,0,1,26,0
12570,1000,60.53,29.86,1,1,10,0
12571,500,500,19.16,0,1,12,0
12572,7500,3641.29,57.71,1,1,4,0
12573,5000,2741.79,190.11,0,1,19,0
12574,7500,5683.64,29.34,1,1,10,0
12575,10000,1416.63,48.83,0,0,48,0
12576,500,214.45,46.51,0,1,12,0
12577,500,167.94,17.92,0,1,12,0
12578,15000,13833.14,100.99,0,1,27,0
12579,500,500,0.43,0,1,12,0
12580,7500,6085.73,29.51,1,1,15,0
12581,20000,18208.99,442.61,1,1,26,0
12582,500,359.99,38.5,0,1,12,0
12583,5000,1795.53,280.36,1,1,68,0
12584,15000,5857.99,0,0,1,70,0
12585,7500,3388.56,7.21,0,1,22,0
12586,7500,3824.84,128.75,0,1,77,0
12587,5000,821.94,3.14,1,1,5,0
12588,2500,1248.37,14.88,1,1,40,0
12589,7500,6005.28,215.15,1,1,7,0
12590,5000,992.28,117.03,0,1,28,0
12591,5000,1545.74,113.09,1,1,46,0
12592,5000,1443.35,57.97,0,1,23,0
